tech company,employer provided healthcare with mental benefits,employer provided mental healthcare awareness,current mental health disorder,mental health diagnosis,family history of mental illness,discussed personal mental health with employer,anonymity protected when using benefits,ease of asking for leave,comfortable discussing a mental health issue with direct supervisor(s),comfortable discussing a mental health issue with coworkers,Number of employees,how well do you think the tech industry supports employees with mental health issues,observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace,Age,Gender,Country of residence,Race,year
1.0,Yes,Yes,No,,No,0.0,Yes,I don't know,Maybe,Maybe,More than 1000,4.0,No,"Yes, I observed",21.0,Female,United States of America,Asian,2020
0.0,No,No,No,,No,0.0,I don't know,Difficult,No,Maybe,100-500,2.0,No,Maybe/Not sure,44.0,Female,India,,2020
1.0,I don't know,No,Possibly,,No,0.0,I don't know,Neither easy nor difficult,No,Maybe,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,47.0,male,India,,2020
1.0,Not eligible for coverage / NA,No,Possibly,,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,More than 1000,2.0,No,"Yes, I experienced",40.0,Male,Brazil,,2020
0.0,I don't know,No,Don't Know,,No,0.0,I don't know,Somewhat easy,No,No,100-500,4.0,No,Maybe/Not sure,25.0,Female,Malaysia,,2020
1.0,Yes,Yes,Possibly,,Yes,1.0,I don't know,Difficult,Maybe,No,More than 1000,1.0,Maybe/Not sure,"Yes, I observed",24.0,Female,United States of America,White,2020
1.0,Yes,No,No,,No,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,5.0,No,Maybe/Not sure,26.0,female,Indonesia,,2020
1.0,No,,Possibly,,I don't know,0.0,No,Difficult,No,No,6-25,2.0,Maybe/Not sure,Maybe/Not sure,31.0,male,South Africa,,2020
1.0,No,,Possibly,,No,0.0,I don't know,Somewhat difficult,No,No,500-1000,1.0,No,No,26.0,female,Poland,,2020
0.0,I don't know,No,No,,No,0.0,Yes,Neither easy nor difficult,No,Yes,More than 1000,5.0,No,No,32.0,Male,India,,2020
0.0,I don't know,No,Yes,Yes,No,0.0,I don't know,Somewhat difficult,No,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,33.0,Female,India,,2020
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Maybe,Yes,500-1000,2.0,"Yes, I observed","Yes, I observed",42.0,F,United States of America,White,2020
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Maybe,100-500,2.0,Maybe/Not sure,"Yes, I experienced",46.0,Male,United Kingdom,,2020
1.0,Yes,No,Yes,Yes,No,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,3.0,"Yes, I experienced","Yes, I experienced",30.0,m,United States of America,White,2020
1.0,No,No,No,,I don't know,0.0,I don't know,Neither easy nor difficult,No,Yes,More than 1000,3.0,Maybe/Not sure,"Yes, I experienced",24.0,Male,India,,2020
0.0,I don't know,No,Possibly,,No,0.0,I don't know,Somewhat difficult,Maybe,No,26-100,3.0,Maybe/Not sure,"Yes, I experienced",42.0,m,India,,2020
0.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,No,No,More than 1000,3.0,No,No,28.0,male,India,,2020
1.0,Yes,Yes,No,,No,0.0,Yes,Very easy,No,No,More than 1000,2.0,Maybe/Not sure,No,27.0,Female,United States of America,White,2020
0.0,Yes,No,Possibly,,No,1.0,Yes,Very easy,Yes,Maybe,More than 1000,3.0,Maybe/Not sure,"Yes, I observed",62.0,Male,United States of America,White,2020
0.0,No,No,No,,No,0.0,I don't know,Difficult,No,Maybe,More than 1000,2.0,"Yes, I observed",No,34.0,male,Turkey,,2020
1.0,I don't know,No,Yes,Yes,No,1.0,Yes,Very easy,Yes,Maybe,500-1000,4.0,No,Maybe/Not sure,38.0,Male,Spain,,2020
1.0,Not eligible for coverage / NA,,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,26-100,2.0,No,"Yes, I experienced",42.0,Male,Spain,,2020
1.0,I don't know,No,Possibly,,No,0.0,Yes,Very easy,Maybe,No,More than 1000,3.0,No,No,35.0,male,United States of America,White,2020
0.0,Yes,Yes,Possibly,,No,1.0,Yes,Somewhat easy,Yes,Yes,More than 1000,2.0,Maybe/Not sure,"Yes, I experienced",32.0,Male,United Kingdom,,2020
1.0,No,No,No,,No,0.0,I don't know,Somewhat difficult,No,Maybe,26-100,3.0,No,No,32.0,Female,United States of America,White,2020
1.0,No,No,No,,No,0.0,No,Somewhat easy,Yes,No,26-100,3.0,Maybe/Not sure,"Yes, I experienced",25.0,female,Sri Lanka,,2020
0.0,No,,Possibly,,No,1.0,I don't know,Very easy,Yes,Maybe,More than 1000,3.0,No,"Yes, I observed",52.0,Male,Australia,,2020
0.0,No,No,Yes,No,I don't know,0.0,No,Difficult,Yes,No,More than 1000,1.0,No,No,24.0,F,France,,2020
1.0,I don't know,Yes,No,,Yes,1.0,Yes,Neither easy nor difficult,No,Yes,1-5,1.0,"Yes, I experienced","Yes, I experienced",24.0,MAle,Bangladesh,,2020
1.0,Yes,Yes,No,,Yes,1.0,I don't know,I don't know,Yes,Maybe,More than 1000,3.0,"Yes, I experienced","Yes, I experienced",48.0,F,United States of America,Asian,2020
0.0,Yes,Yes,Yes,Yes,I don't know,0.0,Yes,I don't know,Maybe,Maybe,26-100,3.0,"Yes, I observed","Yes, I observed",24.0,Male,Canada,,2020
1.0,I don't know,No,Don't Know,,Yes,0.0,I don't know,Somewhat difficult,Maybe,No,More than 1000,2.0,Maybe/Not sure,"Yes, I observed",32.0,Male,Canada,,2020
1.0,Yes,No,No,,I don't know,0.0,I don't know,I don't know,No,No,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,21.0,Male,Ireland,,2020
0.0,Yes,No,Yes,Yes,I don't know,0.0,Yes,Difficult,Maybe,Maybe,100-500,3.0,"Yes, I experienced",No,34.0,male,United States of America,White,2020
0.0,Yes,Yes,No,,I don't know,0.0,I don't know,Somewhat easy,Maybe,No,More than 1000,3.0,No,No,25.0,Male,Canada,,2020
1.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,26-100,2.0,No,Maybe/Not sure,39.0,Male,United States of America,White,2020
1.0,No,No,No,,No,0.0,Yes,Neither easy nor difficult,No,No,More than 1000,3.0,No,Maybe/Not sure,25.0,Male,India,,2020
0.0,I don't know,,Don't Know,,No,1.0,No,I don't know,No,No,More than 1000,1.0,"Yes, I observed",No,28.0,F,France,,2020
1.0,Yes,Yes,Possibly,,Yes,1.0,Yes,Very easy,Maybe,Maybe,More than 1000,2.0,No,No,39.0,Male,United States of America,White,2020
0.0,I don't know,No,Don't Know,,I don't know,0.0,I don't know,Somewhat easy,No,Maybe,500-1000,3.0,"Yes, I experienced","Yes, I observed",20.0,m,United Kingdom,,2020
1.0,Yes,Yes,Yes,Yes,Yes,1.0,No,Difficult,No,Maybe,26-100,2.0,"Yes, I observed","Yes, I experienced",40.0,Female,United Kingdom,,2020
1.0,I don't know,No,No,,No,0.0,I don't know,Somewhat easy,No,No,More than 1000,2.0,"Yes, I observed",No,31.0,male,India,,2020
0.0,No,No,No,,No,0.0,No,Somewhat difficult,No,No,More than 1000,2.0,No,No,53.0,Male,United States of America,Asian,2020
1.0,Yes,Yes,Possibly,,No,0.0,I don't know,Very easy,Maybe,Maybe,26-100,3.0,"Yes, I experienced",No,23.0,F,Philippines,,2020
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,100-500,3.0,No,No,34.0,Male,United States of America,White,2020
0.0,Yes,No,Possibly,,Yes,0.0,Yes,Difficult,No,Maybe,500-1000,3.0,"Yes, I observed",No,43.0,Male,Canada,,2020
1.0,Not eligible for coverage / NA,,No,,No,1.0,I don't know,Very easy,Yes,Yes,500-1000,4.0,"Yes, I observed",No,37.0,male,Netherlands,,2020
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Very easy,Maybe,No,26-100,2.0,No,No,28.0,Female,United States of America,White,2021
1.0,Yes,No,No,,No,0.0,Yes,I don't know,No,Maybe,500-1000,3.0,"Yes, I observed","Yes, I observed",41.0,male,Brazil,,2021
1.0,Yes,Yes,No,,No,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,3.0,No,Maybe/Not sure,35.0,Male,Brazil,,2021
,,,Don't Know,,Yes,,,,,,,2.0,Maybe/Not sure,"Yes, I observed",20.0,male,Italy,,2021
0.0,Yes,No,No,,No,0.0,I don't know,Difficult,No,Maybe,More than 1000,3.0,No,Maybe/Not sure,35.0,female,Canada,,2021
1.0,No,No,No,,No,0.0,No,Difficult,No,No,6-25,1.0,Maybe/Not sure,No,30.0,Female,United States of America,More than one of the above,2021
1.0,No,Yes,Yes,No,No,1.0,Yes,Somewhat easy,Yes,No,More than 1000,5.0,Maybe/Not sure,Maybe/Not sure,34.0,female,United States of America,Asian,2021
0.0,Yes,Yes,Don't Know,,I don't know,0.0,I don't know,Very easy,Maybe,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,23.0,female,Germany,,2021
1.0,No,No,No,,No,0.0,No,Somewhat difficult,No,Maybe,More than 1000,2.0,"Yes, I observed","Yes, I observed",19.0,Female,India,,2021
,,,Yes,No,Yes,,,,,,,2.0,No,No,34.0,f,Belarus,,2021
0.0,Yes,No,No,,No,0.0,Yes,Very easy,Maybe,Maybe,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,25.0,Male,Germany,,2021
1.0,No,,No,,No,0.0,I don't know,Neither easy nor difficult,No,No,26-100,2.0,No,No,29.0,Male,India,,2021
0.0,No,No,No,,No,0.0,No,Somewhat difficult,No,Yes,26-100,2.0,"Yes, I experienced",No,40.0,F,Germany,,2021
1.0,No,Yes,No,,No,0.0,I don't know,Very easy,Yes,Yes,100-500,2.0,No,No,26.0,female,Macedonia,,2021
1.0,No,No,Possibly,,Yes,0.0,I don't know,Somewhat difficult,No,No,100-500,1.0,Maybe/Not sure,Maybe/Not sure,25.0,Male,Macedonia,,2021
1.0,Yes,,No,,No,0.0,Yes,Very easy,No,Maybe,26-100,3.0,No,Maybe/Not sure,24.0,Female,Macedonia,,2021
0.0,I don't know,No,Don't Know,,No,0.0,Yes,Somewhat easy,No,Maybe,100-500,5.0,Maybe/Not sure,Maybe/Not sure,25.0,f,Slovenia,,2021
1.0,No,No,No,,No,0.0,No,Somewhat easy,Maybe,Maybe,26-100,3.0,"Yes, I observed",No,22.0,Male,Albania,,2021
1.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,No,26-100,3.0,No,No,27.0,male,Macedonia,,2021
0.0,I don't know,No,No,,No,1.0,I don't know,Somewhat easy,Yes,Yes,6-25,3.0,Maybe/Not sure,"Yes, I experienced",25.0,female,Slovenia,,2021
1.0,Not eligible for coverage / NA,No,Possibly,,No,0.0,I don't know,Difficult,No,Maybe,500-1000,1.0,No,No,25.0,Female,Slovenia,,2021
1.0,No,No,No,,No,0.0,Yes,Somewhat easy,Yes,No,1-5,3.0,Maybe/Not sure,"Yes, I experienced",23.0,Male,Slovenia,,2021
0.0,I don't know,No,Don't Know,,No,1.0,I don't know,I don't know,Yes,Yes,More than 1000,2.0,No,"Yes, I experienced",27.0,Female,Slovenia,,2021
0.0,I don't know,No,Yes,Yes,Yes,0.0,Yes,Difficult,Yes,Maybe,More than 1000,3.0,No,Maybe/Not sure,33.0,Male,United States of America,Asian,2021
1.0,Yes,No,Possibly,,No,0.0,Yes,Somewhat difficult,No,Maybe,More than 1000,4.0,No,No,22.0,Male,India,,2021
1.0,Yes,No,No,,Yes,1.0,Yes,Very easy,Yes,Yes,26-100,3.0,Maybe/Not sure,Maybe/Not sure,45.0,woman,Austria,,2021
1.0,I don't know,No,No,,No,0.0,I don't know,Very easy,Yes,Yes,More than 1000,3.0,"Yes, I observed","Yes, I observed",25.0,Female,Macedonia,,2021
1.0,I don't know,No,Possibly,,No,0.0,Yes,Somewhat difficult,No,No,More than 1000,3.0,Maybe/Not sure,No,22.0,Female,India,,2021
0.0,Yes,Yes,Possibly,,Yes,0.0,Yes,Somewhat difficult,No,Maybe,500-1000,1.0,"Yes, I observed",No,36.0,Female,United States of America,White,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Very easy,Yes,Yes,100-500,1.0,"Yes, I experienced","Yes, I experienced",42.0,afab non-binary,United States of America,White,2021
,,,No,,No,,,,,,,4.0,No,"Yes, I observed",39.0,Male,India,,2021
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Difficult,No,No,100-500,2.0,"Yes, I observed",No,51.0,Female,United States of America,White,2021
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Very easy,Maybe,Yes,More than 1000,4.0,No,No,27.0,Female,United States of America,White,2021
0.0,I don't know,No,Don't Know,,No,0.0,I don't know,I don't know,Maybe,Yes,100-500,4.0,No,Maybe/Not sure,19.0,Male,United States of America,White,2021
,,,Yes,Yes,No,,,,,,,4.0,No,Maybe/Not sure,11.0,male,India,,2021
0.0,Yes,Yes,No,,No,0.0,Yes,Neither easy nor difficult,Yes,Yes,6-25,4.0,No,"Yes, I experienced",25.0,male,Kenya,,2021
0.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Neither easy nor difficult,Yes,Maybe,More than 1000,4.0,"Yes, I experienced","Yes, I experienced",39.0,male,United States of America,White,2021
1.0,No,No,No,,No,0.0,Yes,Somewhat difficult,No,No,1-5,4.0,No,"Yes, I experienced",47.0,MALE,Australia,,2021
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,1-5,1.0,Maybe/Not sure,No,223.0,,United States of America,White,2021
0.0,Yes,Yes,Possibly,,I don't know,0.0,I don't know,Somewhat difficult,No,No,More than 1000,3.0,No,Maybe/Not sure,36.0,Female,United States of America,White,2021
1.0,I don't know,No,No,,I don't know,0.0,I don't know,Somewhat difficult,No,Maybe,26-100,3.0,Maybe/Not sure,Maybe/Not sure,57.0,Masculine,Brazil,,2021
1.0,No,No,Possibly,,I don't know,0.0,I don't know,Very easy,No,Maybe,100-500,3.0,No,No,34.0,male,Brazil,,2021
1.0,No,No,Possibly,,Yes,0.0,I don't know,Somewhat easy,Yes,Yes,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,26.0,Male,Brazil,,2021
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Maybe,No,6-25,3.0,No,"Yes, I experienced",24.0,Female,United States of America,White,2021
0.0,Yes,Yes,Possibly,,I don't know,1.0,Yes,I don't know,Yes,Maybe,500-1000,2.0,No,"Yes, I experienced",26.0,Female (cis),United States of America,Asian,2021
1.0,I don't know,,Don't Know,,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,100-500,1.0,No,No,21.0,b,Sao Tome and Principe,,2021
,,,No,,No,,,,,,,2.0,No,No,32.0,Female,India,,2021
0.0,No,No,Yes,Yes,I don't know,1.0,I don't know,Very easy,No,Maybe,500-1000,3.0,No,"Yes, I observed",25.0,female,Brazil,,2021
0.0,Yes,Yes,No,,No,1.0,Yes,Somewhat easy,Yes,Maybe,100-500,4.0,No,"Yes, I observed",31.0,Male,Brazil,,2021
0.0,Yes,Yes,No,,No,1.0,Yes,Very easy,Yes,Yes,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,28.0,Male,India,,2021
1.0,I don't know,Yes,No,,Yes,0.0,Yes,I don't know,Maybe,Maybe,More than 1000,3.0,No,No,27.0,Female,United States of America,White,2021
1.0,No,Yes,Yes,Yes,I don't know,0.0,Yes,Somewhat easy,No,No,26-100,4.0,No,No,36.0,Male,United States of America,Asian,2021
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,More than 1000,2.0,"Yes, I experienced","Yes, I experienced",40.0,female,United States of America,White,2021
1.0,I don't know,No,No,,Yes,0.0,I don't know,Very easy,No,Maybe,500-1000,3.0,No,No,27.0,Male,United States of America,Asian,2021
1.0,No,No,Don't Know,,Yes,0.0,No,Neither easy nor difficult,Maybe,Maybe,6-25,5.0,No,No,25.0,female,Vietnam,,2021
1.0,Yes,Yes,Yes,Yes,No,0.0,Yes,Difficult,No,No,100-500,2.0,Maybe/Not sure,Maybe/Not sure,31.0,Male,United States of America,Asian,2021
1.0,No,No,No,,No,0.0,No,Somewhat easy,Yes,Yes,100-500,2.0,"Yes, I observed","Yes, I experienced",35.0,female,India,,2021
1.0,Yes,No,Don't Know,,No,0.0,I don't know,Very easy,No,No,100-500,5.0,No,No,22.0,m,India,,2021
1.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,Difficult,Yes,Maybe,More than 1000,2.0,"Yes, I experienced",Maybe/Not sure,42.0,male/he/him,United States of America,White,2021
1.0,No,No,Don't Know,,No,0.0,Yes,Somewhat easy,No,Maybe,More than 1000,3.0,No,No,38.0,Male,India,,2021
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,No,Maybe,More than 1000,2.0,No,No,38.0,female,United States of America,White,2021
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,I don't know,Yes,Yes,6-25,1.0,No,No,31.0,homem cis,Brazil,,2021
0.0,Yes,,No,,Yes,0.0,I don't know,Very easy,Maybe,Maybe,More than 1000,2.0,No,No,29.0,male,Germany,,2021
1.0,Not eligible for coverage / NA,,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,26-100,4.0,"Yes, I observed","Yes, I observed",44.0,Female,United States of America,White,2021
1.0,I don't know,No,No,,No,0.0,Yes,Neither easy nor difficult,No,Yes,6-25,5.0,Maybe/Not sure,"Yes, I experienced",21.0,Male,Indonesia,,2021
,,,No,,No,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,63.0,male,India,,2021
0.0,No,No,Possibly,,I don't know,0.0,Yes,Somewhat easy,Yes,No,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,30.0,woman,Switzerland,,2021
0.0,Yes,Yes,No,,Yes,0.0,I don't know,Neither easy nor difficult,Maybe,No,500-1000,4.0,No,No,33.0,male,United States of America,White,2021
0.0,Yes,Yes,Yes,Yes,I don't know,1.0,Yes,Somewhat difficult,No,No,More than 1000,2.0,Maybe/Not sure,No,43.0,Male,United States of America,White,2021
,,,Yes,Yes,Yes,,,,,,,1.0,"Yes, I observed","Yes, I observed",20.0,m,Indonesia,,2021
1.0,No,No,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,No,100-500,2.0,"Yes, I experienced",No,21.0,male,Finland,,2021
0.0,Yes,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Maybe,No,26-100,3.0,No,No,22.0,male,United States of America,Black or African American,2021
1.0,Yes,No,Possibly,,No,0.0,Yes,Somewhat difficult,Maybe,No,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,23.0,female,India,,2021
1.0,No,,No,,No,0.0,I don't know,Difficult,No,Maybe,More than 1000,3.0,No,No,34.0,Male,United States of America,Asian,2021
,,,Don't Know,,No,,,,,,,2.0,No,"Yes, I experienced",27.0,woman,Turkey,,2021
,,,Yes,Yes,Yes,,,,,,,3.0,No,"Yes, I observed",25.0,Female,Poland,,2021
1.0,Yes,Yes,Yes,Yes,No,1.0,I don't know,Somewhat difficult,Yes,Maybe,More than 1000,3.0,Maybe/Not sure,"Yes, I observed",21.0,Female,United Kingdom,,2021
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,More than 1000,3.0,No,"Yes, I experienced",49.0,Male,United States of America,White,2021
0.0,I don't know,,No,,No,0.0,I don't know,Neither easy nor difficult,No,No,100-500,1.0,Maybe/Not sure,No,22.0,FEMALE,Nigeria,,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,3.0,"Yes, I observed",No,35.0,Female,United States of America,White,2021
0.0,No,,Yes,No,No,0.0,I don't know,Very easy,Yes,Yes,1-5,5.0,No,"Yes, I observed",25.0,female,Bulgaria,,2021
,,,Possibly,,Yes,,,,,,,3.0,"Yes, I observed",I've always been self-employed,38.0,Male,India,,2021
1.0,Yes,Yes,No,,No,1.0,Yes,Very easy,Yes,Yes,More than 1000,2.0,No,"Yes, I observed",38.0,male,Estonia,,2021
1.0,Yes,Yes,No,,No,1.0,Yes,Neither easy nor difficult,Yes,Yes,More than 1000,3.0,No,Maybe/Not sure,30.0,M,India,,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,I don't know,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,41.0,cis-het male,United States of America,White,2021
1.0,Yes,No,Yes,Yes,I don't know,0.0,I don't know,Somewhat difficult,Maybe,Yes,26-100,3.0,"Yes, I observed",Maybe/Not sure,36.0,cis male,Colombia,,2021
0.0,Yes,Yes,Possibly,,I don't know,0.0,I don't know,Difficult,No,Maybe,26-100,3.0,Maybe/Not sure,"Yes, I experienced",23.0,Female,United States of America,White,2021
,,,Possibly,,Yes,,,,,,,3.0,Maybe/Not sure,"Yes, I experienced",21.0,male,United States of America,White,2021
0.0,I don't know,No,No,,No,0.0,Yes,Neither easy nor difficult,Maybe,Maybe,6-25,3.0,No,Maybe/Not sure,25.0,Male,Netherlands,,2021
1.0,No,No,No,,No,0.0,I don't know,Somewhat easy,No,No,6-25,1.0,No,No,32.0,Male,Israel,,2021
1.0,Not eligible for coverage / NA,,Possibly,,Yes,0.0,I don't know,Somewhat difficult,No,Maybe,26-100,1.0,No,Maybe/Not sure,41.0,male,Israel,,2021
,,,Yes,Yes,I don't know,,,,,,,1.0,"Yes, I observed","Yes, I observed",23.0,Female,United States of America,Asian,2021
0.0,No,No,Possibly,,Yes,1.0,No,Neither easy nor difficult,No,No,100-500,1.0,"Yes, I observed","Yes, I experienced",45.0,male,Canada,,2021
1.0,No,No,No,,No,0.0,Yes,Somewhat difficult,No,Yes,More than 1000,2.0,No,"Yes, I experienced",23.0,Male,Bangladesh,,2021
1.0,No,No,No,,No,0.0,No,Somewhat difficult,No,No,26-100,2.0,No,No,21.0,m,India,,2021
0.0,Yes,No,Possibly,,Yes,0.0,I don't know,Somewhat difficult,No,No,More than 1000,1.0,Maybe/Not sure,Maybe/Not sure,51.0,Male,United States of America,White,2021
1.0,I don't know,No,No,,No,0.0,I don't know,Very easy,Maybe,Maybe,More than 1000,4.0,No,No,21.0,Female,India,,2021
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,No,Yes,100-500,3.0,No,"Yes, I experienced",38.0,Male,United States of America,White,2021
0.0,Yes,Yes,Yes,Yes,No,1.0,I don't know,Somewhat difficult,Maybe,Maybe,26-100,3.0,No,"Yes, I experienced",31.0,Female,United States of America,White,2021
1.0,Yes,Yes,Possibly,,Yes,1.0,Yes,Somewhat easy,Yes,Yes,More than 1000,4.0,"Yes, I experienced","Yes, I observed",24.0,Female,United Kingdom,,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Neither easy nor difficult,Yes,Yes,100-500,3.0,No,No,29.0,M,United States of America,White,2021
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat difficult,No,No,500-1000,1.0,No,"Yes, I observed",27.0,Female,India,,2021
1.0,I don't know,No,Don't Know,,I don't know,0.0,Yes,I don't know,No,No,500-1000,3.0,Maybe/Not sure,Maybe/Not sure,25.0,Female,United States of America,Asian,2021
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Maybe,Yes,More than 1000,4.0,Maybe/Not sure,"Yes, I observed",47.0,woman,United States of America,Asian,2021
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,I don't know,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,"Yes, I experienced",30.0,Female,United States of America,White,2021
1.0,I don't know,No,Yes,Yes,Yes,0.0,Yes,I don't know,Yes,Maybe,More than 1000,2.0,Maybe/Not sure,No,33.0,female,United States of America,White,2021
1.0,Yes,No,Possibly,,Yes,0.0,I don't know,Somewhat easy,No,Maybe,More than 1000,3.0,No,No,23.0,Non-binary,Australia,,2021
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,Yes,I don't know,Maybe,Maybe,More than 1000,2.0,Maybe/Not sure,Maybe/Not sure,37.0,Male,United States of America,White,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Yes,Yes,More than 1000,4.0,No,"Yes, I experienced",30.0,Female,United States of America,White,2021
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,I don't know,Yes,Yes,More than 1000,1.0,Maybe/Not sure,"Yes, I experienced",36.0,Non-binary/Agender,United States of America,White,2021
1.0,No,No,No,,Yes,0.0,Yes,Neither easy nor difficult,Maybe,No,100-500,1.0,"Yes, I observed",Maybe/Not sure,42.0,Male,Greece,,2021
1.0,Yes,Yes,No,,No,0.0,I don't know,I don't know,Maybe,Maybe,26-100,3.0,Maybe/Not sure,Maybe/Not sure,40.0,F,United States of America,Asian,2021
1.0,I don't know,Yes,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,More than 1000,3.0,No,Maybe/Not sure,23.0,female,China,,2021
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Difficult,Maybe,No,100-500,1.0,"Yes, I observed","Yes, I observed",45.0,Male,United States of America,White,2021
1.0,Yes,Yes,No,,No,0.0,Yes,Somewhat easy,Maybe,No,More than 1000,2.0,No,No,30.0,Male,India,,2021
0.0,I don't know,No,No,,Yes,0.0,I don't know,Very easy,No,No,More than 1000,1.0,Maybe/Not sure,"Yes, I observed",34.0,female,Germany,,2021
0.0,I don't know,No,Yes,Yes,Yes,0.0,No,Difficult,Maybe,No,26-100,2.0,No,No,45.0,Male,United States of America,White,2021
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Very easy,Yes,Yes,100-500,3.0,"Yes, I observed",Maybe/Not sure,30.0,Female,United States of America,Black or African American,2021
0.0,I don't know,No,No,,Yes,0.0,I don't know,Somewhat easy,No,Yes,More than 1000,2.0,No,No,22.0,F,India,,2021
1.0,No,,Don't Know,,No,1.0,I don't know,Very easy,Yes,Yes,6-25,3.0,"Yes, I experienced",Maybe/Not sure,28.0,male,Italy,,2021
1.0,No,No,Possibly,,Yes,0.0,I don't know,Somewhat easy,No,No,More than 1000,2.0,No,No,37.0,Male,Italy,,2021
